"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/M_Props_Opaque.M_Props_Opaque","0","192","33","4","103.734543","0","1012"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/Common/MasterMaterial/Master_Props_Mat.Master_Props_Mat","0","408","23","4","204.338196","0","4441"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/M_Tiling.M_Tiling","0","144","18","3","65.259995","144","1520"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/Common/MasterMaterial/Master_WorldMaterial_Mat.Master_WorldMaterial_Mat","0","66","20","2","48.790989","0","239"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/Common/MasterMaterial/Master_Metal_Mat.Master_Metal_Mat","0","90","11","2","79.048401","0","407"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/Common/MasterMaterial/Master_Props_Masked_Mat.Master_Props_Masked_Mat","0","762","31","3","347.259888","0","14205"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/Common/MasterMaterial/Master_Glass_Mat.Master_Glass_Mat","0","204","7","2","1068.878906","0","1818"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/M_Rugs.M_Rugs","0","96","16","2","150.393219","96","872"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","21","7","1","18.067802","0","53"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","63","3","1","40.294693","0","390"
"/Engine/MapTemplates/Materials/BasicAsset03.BasicAsset03","0","0","21","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset02.BasicAsset02","0","0","21","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","0","0","33","1","0.000000","0","0"
"/Game/DarkMemoireProject/Resources/Images/Background/dark_bg_04_material.dark_bg_04_material","0","21","1","1","17.168825","0","63"
"/Game/DarkMemoireProject/Materials/CircleMask.CircleMask","0","15","15","1","6.142325","0","21"
"/Game/DarkMemoireProject/Assets/XBot/Beta_Joints_MAT.Beta_Joints_MAT","0","24","4","1","15.252596","0","62"
"/Game/DarkMemoireProject/Assets/XBot/Beta_HighLimbsGeoSG2.Beta_HighLimbsGeoSG2","0","24","10","1","30.969542","0","62"
"/Game/DarkMemoireProject/Assets/Heir/maria_M1.maria_M1","0","24","6","1","16.085663","0","64"
"/Game/DarkMemoireProject/Assets/Detective/SpacePirate_M.SpacePirate_M","0","24","10","1","32.043072","0","104"
"/Engine/MapTemplates/Sky/M_BlackBackground.M_BlackBackground","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","21","10","1","21.492437","0","55"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Bathtub.M_Bathtub","0","21","4","1","17.818768","0","56"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Master_mat.Master_mat","0","21","9","1","20.897833","0","61"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Classic_Commode.M_Classic_Commode","0","21","10","1","19.357821","0","62"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Classic_Cupboard.M_Classic_Cupboard","0","12","12","1","9.316843","0","22"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_TV.M_TV","0","21","3","1","19.306520","0","55"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Picture_frame.M_Picture_frame","0","21","10","1","18.840057","0","53"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Picture.M_Picture","0","21","1","1","18.432083","0","53"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Modern_Bed_2.M_Modern_Bed_2","0","21","2","1","20.041277","0","54"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/M_Props_AlphaMasked.M_Props_AlphaMasked","0","50","10","1","33.301270","0","252"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/M_Glass_02.M_Glass_02","0","42","3","1","232.930222","0","243"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Commode.M_Commode","0","21","5","1","16.407331","0","57"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Chrome.M_Chrome","0","21","6","1","17.918234","0","58"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/M_Classic_Leather_armchair.M_Classic_Leather_armchair","0","21","10","1","19.022316","0","56"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/M_Glass_01.M_Glass_01","0","42","5","1","275.952271","0","227"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/MM_Tables_and_Chairs.MM_Tables_and_Chairs","0","21","10","1","18.802654","0","62"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Metall.M_Metall","0","21","10","1","18.004648","0","53"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Bed_Lamp_Glowing_Part.M_Bed_Lamp_Glowing_Part","0","21","10","1","17.007744","0","54"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Bed_Lamp_3.M_Bed_Lamp_3","0","21","10","1","31.447483","0","55"
"/Game/DarkMemoireProject/Assets/YBot/Alpha_Joints_MAT.Alpha_Joints_MAT","0","24","4","1","49.959415","0","62"
"/Game/DarkMemoireProject/Assets/YBot/Alpha_Body_MAT.Alpha_Body_MAT","0","24","6","1","45.424873","0","76"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","49","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Game/DarkMemoireProject/Resources/Images/Background/oldpaper_bg_01_Mat.oldpaper_bg_01_Mat","0","12","12","1","21.771173","0","22"
"/Game/DarkMemoireProject/Materials/TransparentMaterial.TransparentMaterial","0","29","2","1","12.491110","0","98"
"/Game/DarkMemoireProject/Assets/Maynard/Maynard_Body1.Maynard_Body1","0","24","8","1","16.673325","0","74"
"/Game/DarkMemoireProject/Assets/Maynard/Maynard_Body.Maynard_Body","0","24","24","1","15.940830","0","34"
"/Game/DarkMemoireProject/Assets/Mannequin/Mannequin_Body.Mannequin_Body","0","24","4","1","19.047960","0","62"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Modern_Cupboard.M_Modern_Cupboard","0","21","5","1","17.641596","0","57"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Cupboard_Metall.M_Cupboard_Metall","0","21","6","1","15.871490","0","58"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Bed_drawer_plastic.M_Bed_drawer_plastic","0","21","7","1","19.599676","0","53"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Bed_drawer_metall.M_Bed_drawer_metall","0","21","8","1","19.311586","0","60"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Toilet.M_Toilet","0","21","1","1","19.752464","0","70"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Modern_Table_top.M_Modern_Table_top","0","21","9","1","17.278419","0","72"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Modern_Table_bottom.M_Modern_Table_bottom","0","21","1","1","18.313221","0","68"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/MM_Modern_Sofa.MM_Modern_Sofa","0","21","2","1","18.015083","0","54"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Office_Chair.M_Office_Chair","0","21","10","1","16.099051","0","55"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Military_Bed_Matress_with_Blanket.M_Military_Bed_Matress_with_Blanket","0","21","10","1","17.392418","0","59"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Military_Bed_Grid.M_Military_Bed_Grid","0","40","4","1","124.787735","0","199"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Military_Bed.M_Military_Bed","0","21","5","1","16.062103","0","57"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/KitchenTopCounter.KitchenTopCounter","0","26","2","1","22.313160","0","83"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Coffee_Table.M_Coffee_Table","0","21","2","1","15.952538","0","54"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Classic_Picture.M_Classic_Picture","0","21","10","1","17.174194","0","55"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/FreeFurniturePack/Materials/M_Art_2.M_Art_2","0","21","4","1","20.180540","0","56"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Assets/Common/Materials/Glass/TestGlass/Materials/Free/Glass/M_Glass_Master.M_Glass_Master","0","102","6","1","336.800537","0","860"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/SkyScroll_MasterMat.SkyScroll_MasterMat","0","2","2","1","4.803671","0","2"
"/Game/DarkMemoireProject/Assets/ALL_ASSETS/MATERIALS_TEXTURES/Grey.Grey","0","12","12","1","16.457943","0","22"
